,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Model,Submodel,Mileage_Value,Engine_CC,Power_bhp
1582,Chennai,2011,79000,Diesel,Manual,First,5.0,7.5,Skoda,Yeti,Elegance,17.67,1968.0,138.08
1583,Kochi,2019,6773,Diesel,Automatic,First,7.0,72.94,Audi,Q7,45 TDI Quattro Premium Plus,14.75,2967.0,245.0
1584,Chennai,2010,135000,Diesel,Manual,Second,7.0,11.0,Toyota,Fortuner,3.0 Diesel,11.5,2982.0,171.0
1585,Kochi,2013,36716,Petrol,Manual,First,5.0,3.02,Maruti,Wagon,R VXI Minor ABS,18.9,1061.0,67.0
1586,Coimbatore,2013,65060,Petrol,Manual,First,5.0,3.32,Hyundai,EON,Era,21.1,814.0,55.2
1587,Delhi,2013,33000,Petrol,Manual,First,5.0,3.24,Honda,Brio,S MT,19.4,1198.0,86.8
1588,Kolkata,2015,11110,Petrol,Manual,First,5.0,2.35,Maruti,Alto,800 VXI,22.74,796.0,47.3
1589,Jaipur,2013,63000,Diesel,Manual,First,7.0,5.5,Mahindra,Bolero,ZLX,15.96,2523.0,62.1
1590,Mumbai,2015,27030,Petrol,Manual,First,5.0,6.75,Honda,City,i VTEC SV,17.8,1497.0,117.3
1591,Mumbai,2015,19600,Petrol,Manual,First,5.0,6.15,Skoda,Rapid,1.6 MPI Elegance Black Package,15.0,1598.0,103.52
1592,Pune,2016,27755,Petrol,Manual,First,5.0,5.45,Maruti,Swift,VVT VXI,22.0,1197.0,81.8
1593,Hyderabad,2013,20000,Petrol,Manual,Second,5.0,2.3,Hyundai,EON,Magna Plus,21.1,814.0,55.2
1594,Kochi,2015,24782,Petrol,Manual,First,5.0,6.21,Maruti,Swift,Dzire ZXI,20.85,1197.0,83.14
1595,Coimbatore,2014,47303,Petrol,Automatic,First,5.0,5.21,Nissan,Micra,XV CVT,19.34,1198.0,76.0
1596,Delhi,2008,71000,Petrol,Automatic,First,7.0,11.99,Audi,Q7,4.2 FSI quattro,8.3,4134.0,250.0
1597,Pune,2010,135000,Diesel,Manual,First,5.0,3.1,Maruti,Swift,Vdi BSIII,17.8,1248.0,75.0
1598,Jaipur,2017,1000,Diesel,Manual,First,5.0,7.5,Tata,Xenon,XT EX 4X2,13.49,2179.0,138.03
1599,Kolkata,2016,29000,Diesel,Manual,First,5.0,4.0,Volkswagen,Polo,1.5 TDI Comfortline,20.14,1498.0,88.8
1600,Kochi,2016,36367,Petrol,Manual,First,5.0,7.73,Honda,City,i VTEC SV,17.8,1497.0,117.3
1601,Bangalore,2015,38000,Petrol,Manual,First,5.0,7.8,Honda,City,i VTEC V,17.4,1497.0,117.3
1602,Hyderabad,2011,83969,Petrol,Manual,First,4.0,1.3,Maruti,800,AC BSIII,16.1,796.0,37.0
1603,Jaipur,2014,82621,Diesel,Manual,First,5.0,4.42,Volkswagen,Polo,1.5 TDI Trendline,20.14,1498.0,88.8
1604,Pune,2009,89000,Diesel,Automatic,First,7.0,4.0,Chevrolet,Captiva,LTZ VCDi,12.5,1991.0,147.9
1605,Kolkata,2016,54000,Diesel,Manual,First,7.0,13.0,Mahindra,XUV500,W10 2WD,16.0,2179.0,140.0
1606,Kochi,2015,61691,Diesel,Manual,First,5.0,5.38,Honda,Amaze,VX i-DTEC,25.8,1498.0,98.6
1607,Chennai,2011,32200,Petrol,Manual,Second,5.0,3.25,Hyundai,i20,1.2 Sportz Option,17.0,1197.0,80.0
1608,Jaipur,2016,68630,Petrol,Automatic,First,5.0,3.87,Maruti,Wagon,R AMT VXI,20.51,998.0,67.0
1609,Mumbai,2014,61000,Diesel,Automatic,Second,5.0,8.25,Volkswagen,Jetta,2013-2015 2.0L TDI Highline AT,16.96,1968.0,138.03
1610,Mumbai,2018,32644,Petrol,Manual,First,5.0,9.28,Maruti,Ciaz,1.4 Zeta,20.73,1373.0,91.1
1611,Delhi,2012,85000,Diesel,Automatic,First,7.0,6.25,Mahindra,Scorpio,2009-2014 VLX 4WD AT 7S BSIV,11.79,2179.0,120.0
1612,Mumbai,2008,75000,Petrol,Manual,Second,5.0,1.15,Chevrolet,Aveo,U-VA 1.2 LS,15.26,1150.0,74.9
1613,Kochi,2016,40347,Petrol,Manual,First,5.0,7.8,Maruti,Ciaz,ZXi Option,20.73,1373.0,91.2
1614,Hyderabad,2012,60788,Diesel,Manual,First,5.0,4.5,Hyundai,i20,1.4 CRDi Asta,23.0,1396.0,90.0
1615,Kochi,2018,18664,Petrol,Manual,First,5.0,7.56,Honda,Jazz,1.2 SV i VTEC,18.7,1199.0,88.7
1616,Coimbatore,2017,57847,Diesel,Manual,First,7.0,16.08,Mahindra,XUV500,W10 2WD,16.0,2179.0,140.0
1617,Bangalore,2012,52237,Petrol,Manual,First,5.0,4.5,Hyundai,i20,1.2 Sportz,17.0,1197.0,80.0
1618,Chennai,2012,128000,Diesel,Manual,First,5.0,5.0,Hyundai,Verna,1.6 SX,22.32,1582.0,126.32
1619,Delhi,2011,54000,Petrol,Manual,First,5.0,2.2,Hyundai,i10,Era 1.1,19.81,1086.0,68.05
1620,Bangalore,2014,49800,Petrol,Automatic,First,5.0,4.0,Maruti,Celerio,VXI AT,23.1,998.0,67.04
1621,Kolkata,2012,98000,Diesel,Manual,First,5.0,2.51,Skoda,Fabia,1.2 TDI Ambition,20.86,1199.0,73.9
1622,Delhi,2015,60095,Diesel,Manual,First,5.0,4.75,Maruti,Swift,VDI BSIV,25.2,1248.0,74.0
1623,Pune,2008,68000,Petrol,Manual,Second,5.0,2.0,Hyundai,i10,Magna(O) with Sun Roof,16.0,1086.0,66.7
1624,Jaipur,2010,81402,Petrol,Manual,Second,5.0,2.1,Hyundai,i10,Magna 1.2,20.36,1197.0,78.9
1625,Mumbai,2013,38000,Petrol,Automatic,First,5.0,6.25,Ford,Ecosport,1.5 Ti VCT AT Titanium,16.5,1499.0,110.0
1626,Kochi,2011,92239,Diesel,Automatic,Second,5.0,10.6,Mercedes-Benz,E-Class,2009-2013 E350 CDI Avantgarde,11.5,2987.0,210.0
1627,Ahmedabad,2017,49224,Diesel,Manual,First,5.0,6.0,Maruti,Swift,VDI BSIV,25.2,1248.0,74.0
1628,Jaipur,2004,12000,Petrol,Manual,Second,4.0,0.45,Maruti,800,Std BSIII,16.1,796.0,37.0
1629,Pune,2010,54898,Petrol,Manual,Third,5.0,2.5,Maruti,Swift,Lxi BSIII,16.1,1298.0,88.2
1630,Mumbai,2018,2500,Petrol,Manual,First,5.0,12.75,Hyundai,Creta,1.6 SX Plus Dual Tone Petrol,15.29,1591.0,121.3
1631,Kochi,2017,32838,Diesel,Automatic,First,5.0,30.29,BMW,X1,M Sport sDrive 20d,17.05,1995.0,190.0
1632,Hyderabad,2006,27076,Petrol,Manual,First,5.0,1.6,Ford,Ikon,1.3 Flair,13.8,1299.0,70.0
1633,Kochi,2017,75445,Diesel,Manual,First,5.0,7.54,Ford,Ecosport,1.5 DV5 MT Titanium Optional,22.7,1498.0,89.84
1634,Kochi,2015,46601,Petrol,Manual,First,5.0,6.84,Maruti,Ciaz,VXi Plus,20.73,1373.0,91.1
1635,Kolkata,2012,72000,Diesel,Automatic,First,5.0,6.0,Volkswagen,Passat,Diesel Highline 2.0 TDI,18.33,1968.0,167.7
1636,Pune,2017,27000,Diesel,Manual,First,5.0,8.0,Honda,Jazz,1.5 VX i DTEC,27.3,1498.0,98.6
1637,Coimbatore,2016,68193,Diesel,Automatic,First,5.0,24.74,Audi,A4,35 TDI Premium,17.11,1968.0,174.33
1638,Kochi,2017,34429,Diesel,Manual,First,5.0,5.5,Hyundai,Grand,i10 CRDi Sportz Celebration Edition,24.0,1120.0,70.0
1639,Delhi,2013,46000,Diesel,Automatic,First,7.0,36.0,Mercedes-Benz,GL-Class,2007 2012 350 CDI Luxury,12.0,2987.0,224.0
1640,Coimbatore,2013,80544,Diesel,Manual,First,7.0,11.79,Toyota,Innova,2.5 G (Diesel) 7 Seater,12.99,2494.0,100.6
1641,Jaipur,2011,42000,Petrol,Manual,Second,5.0,3.0,Nissan,Sunny,2011-2014 XL,16.95,1498.0,97.7
1642,Bangalore,2011,94821,Diesel,Automatic,Second,5.0,6.75,Skoda,Laura,Ambiente 2.0 TDI CR AT,20.0,1968.0,138.1
1643,Jaipur,2006,100000,Petrol,Manual,First,5.0,1.4,Chevrolet,Aveo,1.4 LS,14.49,1399.0,92.7
1644,Mumbai,2014,57000,Diesel,Manual,First,7.0,5.75,Honda,Mobilio,V i DTEC,24.2,1498.0,98.6
1645,Hyderabad,2010,79894,Diesel,Manual,First,5.0,3.4,Maruti,Ritz,VDi,21.1,1248.0,73.9
1646,Coimbatore,2011,44748,Petrol,Manual,Second,5.0,4.89,Volkswagen,Polo,Petrol Highline 1.2L,16.47,1198.0,73.9
1647,Mumbai,2013,31000,Petrol,Manual,First,5.0,4.95,Nissan,Terrano,XL,13.24,1598.0,102.5
1648,Coimbatore,2013,60587,Petrol,Automatic,Second,5.0,3.49,Maruti,A-Star,AT Vxi Aktiv,16.98,998.0,66.1
1649,Pune,2011,32000,Diesel,Manual,First,5.0,3.85,Toyota,Etios,Liva GD,23.59,1364.0,-1.0
1650,Pune,2014,43772,Petrol,Manual,First,5.0,6.35,Honda,City,1.5 S MT,17.0,1497.0,118.0
1651,Coimbatore,2017,23576,Petrol,Automatic,First,5.0,7.08,Hyundai,Grand,i10 AT Asta,18.9,1197.0,82.0
1652,Hyderabad,2017,4000,Diesel,Automatic,First,5.0,38.0,Jaguar,XE,2.0L Diesel Prestige,13.6,1999.0,177.0
1653,Kolkata,2012,62000,Diesel,Manual,First,8.0,6.25,Mahindra,Scorpio,VLX,12.05,2179.0,120.0
1654,Mumbai,2011,36000,Petrol,Automatic,First,5.0,10.15,Mercedes-Benz,New,C-Class C 200 Kompressor Elegance AT,11.74,1796.0,186.0
1655,Delhi,2014,80000,Petrol,Automatic,First,5.0,10.75,Skoda,Superb,Elegance 1.8 TSI AT,13.7,1798.0,157.75
1656,Pune,2012,137008,Diesel,Automatic,First,4.0,4.65,Chevrolet,Cruze,LTZ AT,18.1,1991.0,147.9
1657,Delhi,2010,61001,Diesel,Manual,First,8.0,4.75,Mahindra,Scorpio,VLX,12.05,2179.0,120.0
1658,Coimbatore,2015,52191,Petrol,Manual,First,5.0,7.78,Hyundai,Verna,1.6 SX VTVT (O),17.1,1591.0,121.3
1659,Hyderabad,2016,77076,Diesel,Manual,First,5.0,6.75,Hyundai,i20,1.4 Asta CRDi with AVN,23.0,1396.0,90.0
1660,Hyderabad,2008,56000,Petrol,Automatic,First,5.0,2.99,Honda,City,ZX CVT,16.4,1497.0,78.0
1661,Kolkata,2013,21000,Petrol,Manual,First,5.0,2.35,Hyundai,i10,Magna,20.36,1197.0,78.9
1662,Delhi,2013,89429,Diesel,Manual,First,5.0,3.65,Honda,Amaze,S i-Dtech,25.8,1498.0,98.6
1663,Delhi,2012,45631,Petrol,Manual,Second,5.0,2.74,Maruti,Wagon,R LXI,22.5,998.0,67.04
1664,Jaipur,2013,53959,Petrol,Manual,First,5.0,3.5,Honda,Brio,S MT,19.4,1198.0,86.8
1665,Kochi,2014,55804,Petrol,Manual,First,5.0,4.76,Hyundai,i20,1.2 Sportz Option,17.0,1197.0,80.0
1666,Kochi,2016,25899,Petrol,Manual,First,5.0,6.2,Volkswagen,Vento,2013-2015 1.6 Comfortline,15.04,1598.0,103.2
1667,Pune,2008,82000,Diesel,Manual,Second,5.0,2.35,Skoda,Octavia,Rider 1.9 TDI MT,18.7,1896.0,66.0
1668,Mumbai,2014,52000,Diesel,Automatic,First,5.0,24.5,Mercedes-Benz,E-Class,2015-2017 E250 CDI Avantgarde,13.0,2143.0,204.0
1669,Pune,2013,20000,Petrol,Manual,First,5.0,6.0,Renault,Duster,Petrol RxL,13.24,1598.0,102.57
1670,Hyderabad,2017,31829,Petrol,Manual,First,5.0,3.65,Hyundai,EON,Sportz,21.1,814.0,55.2
1671,Coimbatore,2016,18094,Petrol,Manual,Second,5.0,6.26,Maruti,Swift,VXI,18.6,1197.0,85.8
1672,Jaipur,2011,80000,Diesel,Manual,Second,5.0,2.1,Nissan,Micra,Diesel,19.5,1461.0,-1.0
1673,Mumbai,2015,11964,Diesel,Automatic,First,5.0,32.95,Audi,Q5,3.0 TDI Quattro Technology,13.22,2967.0,241.4
1674,Coimbatore,2018,22684,Petrol,Manual,First,5.0,7.8,Hyundai,i20,1.2 Spotz,18.6,1197.0,81.83
1675,Bangalore,2014,43521,Petrol,Manual,First,5.0,4.25,Honda,Brio,S MT,19.4,1198.0,86.8
1676,Kochi,2014,49386,Petrol,Manual,First,5.0,4.86,Maruti,Swift,Dzire ZXi,17.5,1298.0,85.8
1677,Delhi,2017,12248,Petrol,Manual,First,5.0,4.9,Hyundai,Grand,i10 1.2 Kappa Magna,18.9,1197.0,81.86
1678,Coimbatore,2014,67771,Diesel,Manual,First,8.0,7.06,Mahindra,Xylo,E8 ABS BS IV,11.68,2498.0,112.0
1679,Delhi,2015,60007,Petrol,Automatic,First,4.0,4.5,Volkswagen,Polo,GTI,17.21,1798.0,189.0
1680,Coimbatore,2011,48624,Petrol,Manual,First,5.0,3.22,Maruti,Alto,K10 VXI,24.07,998.0,67.1
1681,Kolkata,2014,30000,Diesel,Manual,First,5.0,3.25,Volkswagen,Polo,Diesel Comfortline 1.2L,22.07,1199.0,73.9
1682,Delhi,2016,81605,Petrol,Manual,First,5.0,4.53,Hyundai,Grand,i10 Sportz,18.9,1197.0,82.0
1683,Coimbatore,2017,32642,Diesel,Automatic,First,5.0,34.78,Mercedes-Benz,New,C-Class C 220 CDI Elegance AT,14.84,2143.0,170.0
1684,Pune,2014,34200,Petrol,Automatic,First,5.0,6.5,Hyundai,Verna,1.6 SX VTVT AT,15.74,1591.0,121.3
1685,Chennai,2010,72204,Petrol,Manual,First,5.0,2.25,Fiat,Punto,EVO 1.2 Emotion,15.7,1172.0,67.0
1686,Pune,2011,156347,Diesel,Manual,Second,8.0,8.0,Toyota,Innova,2.5 VX (Diesel) 8 Seater BS IV,12.99,2494.0,100.0
1687,Kochi,2017,47357,Diesel,Automatic,First,7.0,8.37,Mahindra,TUV,300 2015-2019 mHAWK100 T8 AMT,18.49,1493.0,100.0
1688,Coimbatore,2015,61738,Diesel,Manual,First,5.0,5.39,Volkswagen,Polo,1.5 TDI Comfortline,20.14,1498.0,88.8
1689,Kochi,2018,32586,Diesel,Automatic,First,5.0,37.3,BMW,5,Series 520d Luxury Line,22.48,1995.0,190.0
1690,Coimbatore,2018,40129,Diesel,Automatic,First,5.0,70.8,Mercedes-Benz,GLE,350d,11.57,2987.0,254.79
1691,Mumbai,2012,51000,Diesel,Automatic,First,5.0,22.25,Mercedes-Benz,M-Class,ML 350 CDI,11.74,2987.0,254.8
1692,Kochi,2018,10393,Petrol,Manual,First,5.0,6.03,Hyundai,Grand,i10 1.2 Kappa Sportz,18.9,1197.0,81.86
1693,Mumbai,2011,46000,Petrol,Automatic,First,5.0,4.9,Skoda,Superb,Elegance 1.8 TSI AT,13.7,1798.0,157.75
1694,Chennai,2013,21000,Petrol,Automatic,First,5.0,3.96,Hyundai,i10,Sportz AT,16.95,1197.0,78.9
1695,Hyderabad,2011,113562,Diesel,Manual,First,5.0,4.6,Hyundai,i20,1.4 CRDi Asta,23.0,1396.0,90.0
1696,Mumbai,2011,100010,Diesel,Manual,Second,8.0,5.5,Mahindra,Scorpio,VLX,12.05,2179.0,120.0
1697,Mumbai,2013,63107,Petrol,Manual,First,5.0,3.25,Honda,Brio,V MT,19.4,1198.0,86.8
1698,Jaipur,2017,58500,Petrol,Manual,First,5.0,6.25,Hyundai,i20,1.2 Magna Executive,18.6,1197.0,81.83
1699,Pune,2007,90000,Diesel,Manual,Fourth & Above,7.0,3.0,Ford,Endeavour,4x2 XLT Limited Edition,10.9,2499.0,143.0
1700,Chennai,2011,108242,Diesel,Manual,First,5.0,4.25,Hyundai,Verna,CRDi SX,16.8,1493.0,110.0
1701,Pune,2011,146300,Diesel,Manual,First,7.0,12.25,Toyota,Fortuner,3.0 Diesel,11.5,2982.0,171.0
1702,Pune,2011,62943,Diesel,Automatic,Second,5.0,10.95,BMW,X1,sDrive20d,17.05,1995.0,184.0
1703,Delhi,2013,65000,Diesel,Automatic,First,7.0,16.5,Toyota,Fortuner,4x2 AT,12.55,2982.0,168.5
1704,Pune,2018,1700,Petrol,Automatic,First,5.0,7.8,Honda,Amaze,V CVT Petrol,19.0,1199.0,88.76
1705,Kochi,2013,34697,Petrol,Manual,First,5.0,3.7,Hyundai,i10,Era 1.1,19.81,1086.0,68.05
1706,Hyderabad,2012,58000,Petrol,Manual,First,5.0,4.0,Hyundai,i20,1.2 Sportz,17.0,1197.0,80.0
1707,Mumbai,2015,32500,Diesel,Automatic,First,5.0,26.75,BMW,3,Series 320d GT Luxury Line,19.59,1995.0,187.74
1708,Coimbatore,2016,58661,Diesel,Automatic,First,5.0,28.03,Audi,Q3,35 TDI Quattro Premium Plus,15.17,1968.0,181.0
1709,Kochi,2017,37124,Petrol,Manual,First,5.0,5.44,Maruti,Swift,VXI Optional,20.4,1197.0,81.8
1710,Delhi,2017,44000,Petrol,Automatic,First,5.0,6.2,Maruti,Baleno,Delta Automatic,21.4,1197.0,83.1
1711,Kolkata,2005,45200,Petrol,Manual,First,5.0,0.9,Hyundai,Accent,GLE,13.2,1495.0,94.0
1712,Mumbai,2016,11000,Petrol,Manual,First,5.0,3.95,Maruti,Ritz,LXi,18.5,1197.0,85.8
1713,Pune,2011,65000,Petrol,Manual,Second,4.0,0.44,Tata,Nano,Lx,26.0,624.0,35.0
1714,Ahmedabad,2012,55005,Diesel,Manual,First,5.0,2.75,Ford,Figo,Diesel EXI,20.0,1399.0,68.0
1715,Hyderabad,2011,81650,Diesel,Automatic,First,5.0,7.5,Volkswagen,Passat,Diesel Highline 2.0 TDI,18.33,1968.0,167.7
1716,Chennai,2010,160000,Diesel,Manual,Second,5.0,2.5,Fiat,Linea,Emotion Pack (Diesel),19.0,1248.0,93.0
1717,Hyderabad,2015,169000,Diesel,Manual,First,7.0,5.0,Mahindra,Xylo,D4,14.95,2489.0,93.7
1718,Hyderabad,2013,67263,Petrol,Manual,First,5.0,3.6,Maruti,Wagon,R VXI,18.9,998.0,67.1
1719,Kochi,2012,44223,Petrol,Manual,First,5.0,3.99,Toyota,Etios,G Safety,17.6,1496.0,88.7
1720,Coimbatore,2015,36840,Petrol,Manual,First,5.0,5.64,Hyundai,Grand,i10 Sportz,18.9,1197.0,82.0
1721,Pune,2014,160000,Diesel,Manual,First,8.0,12.0,Toyota,Innova,2.5 VX (Diesel) 8 Seater BS IV,12.99,2494.0,100.0
1722,Kolkata,2008,133000,Diesel,Manual,First,5.0,0.7,Tata,Indica,V2 DLS TC,16.8,1405.0,62.0
1723,Mumbai,2015,69123,Diesel,Automatic,First,5.0,19.0,BMW,3,Series 320d Sport Line,18.88,1995.0,184.0
1724,Delhi,2017,38000,Diesel,Automatic,First,7.0,30.48,Ford,Endeavour,3.2 Titanium AT 4X4,10.91,3198.0,197.0
1725,Mumbai,2017,5500,Petrol,Manual,First,5.0,8.2,Maruti,Ciaz,Zeta,21.56,1462.0,103.25
1726,Kolkata,2015,1001,Diesel,Manual,First,5.0,7.55,Ford,Figo,1.5D Titanium Plus MT,25.83,1498.0,99.0
1727,Pune,2007,59000,Petrol,Manual,Third,5.0,0.99,Chevrolet,Aveo,U-VA 1.2 LS,15.26,1150.0,74.9
1728,Delhi,2011,78256,Petrol,Automatic,First,5.0,4.15,Honda,City,1.5 V AT,16.8,1497.0,118.0
1729,Chennai,2016,90000,Petrol,Manual,First,5.0,6.2,Nissan,Sunny,XL,16.95,1498.0,97.6
1730,Kolkata,2016,18000,Petrol,Manual,First,5.0,4.4,Maruti,Swift,Dzire VXI,19.1,1197.0,85.8
1731,Kolkata,2012,60000,Diesel,Manual,First,5.0,2.1,Ford,Figo,Diesel Titanium,20.0,1399.0,68.0
1732,Jaipur,2011,130000,Diesel,Manual,First,5.0,2.2,Fiat,Grande,Punto 1.3 Emotion (Diesel),20.3,1248.0,75.0
1733,Coimbatore,2018,32851,Petrol,Manual,First,5.0,8.34,Hyundai,Elite,i20 Petrol Asta,18.6,1197.0,81.86
1734,Kolkata,2014,32000,Diesel,Manual,First,5.0,4.35,Maruti,Swift,Dzire VDI,23.4,1248.0,74.0
1735,Hyderabad,2014,62700,Diesel,Manual,First,5.0,6.8,Ford,Ecosport,1.5 DV5 MT Titanium,22.7,1498.0,89.84
1736,Jaipur,2010,71000,Diesel,Manual,First,5.0,3.3,Maruti,Swift,Dzire VDi,19.3,1248.0,73.9
1737,Kochi,2016,19947,Petrol,Manual,First,5.0,5.04,Hyundai,Grand,i10 Sportz,18.9,1197.0,82.0
1738,Hyderabad,2012,91000,Diesel,Automatic,First,7.0,9.2,Ford,Endeavour,3.0L 4X4 AT,11.4,2953.0,153.86
1739,Hyderabad,2014,74000,Diesel,Manual,First,5.0,5.7,Volkswagen,Polo,Diesel Highline 1.2L,22.07,1199.0,73.9
1740,Kochi,2018,55594,Diesel,Manual,First,7.0,8.48,Mahindra,TUV,300 2015-2019 mHAWK100 T8,18.49,1493.0,100.0
1741,Hyderabad,2013,58000,Diesel,Automatic,First,4.0,48.0,BMW,X6,xDrive 40d,11.2,2993.0,306.0
1742,Hyderabad,2012,110224,Diesel,Manual,First,5.0,6.1,Renault,Duster,110PS Diesel RxZ,19.01,1461.0,108.45
1743,Ahmedabad,2010,21002,Petrol,Manual,First,5.0,2.75,Maruti,Wagon,R LXI,22.5,998.0,67.04
1744,Pune,2017,121000,Diesel,Manual,First,7.0,8.0,Maruti,Ertiga,SHVS VDI,24.52,1248.0,88.5
1745,Jaipur,2010,73513,Petrol,Manual,First,5.0,1.85,Maruti,Alto,LXi BSIII,19.7,796.0,46.3
1746,Jaipur,2015,34000,Petrol,Automatic,First,5.0,3.85,Maruti,Wagon,R AMT VXI Option,20.51,998.0,67.0
1747,Coimbatore,2017,28371,Petrol,Manual,First,7.0,4.74,Maruti,Eeco,7 Seater Standard,15.1,1196.0,73.0
1748,Kochi,2013,74755,Diesel,Manual,First,5.0,5.63,Renault,Duster,110PS Diesel RxL,19.6,1461.0,108.45
1749,Kochi,2011,25805,Petrol,Manual,First,5.0,2.62,Maruti,Zen,Estilo 1.1 LX BSIII,18.2,1061.0,64.0
1750,Kochi,2015,82603,Petrol,Manual,First,5.0,4.9,Renault,Duster,Petrol RxL,13.06,1598.0,102.53
1751,Chennai,2006,110000,Petrol,Manual,First,5.0,2.65,Honda,Civic,2006-2010 1.8 S MT,13.5,1799.0,130.0
1752,Delhi,2012,88000,Diesel,Manual,First,7.0,5.99,Mahindra,XUV500,W8 2WD,16.0,2179.0,140.0
1753,Chennai,2011,110000,Diesel,Manual,Second,5.0,2.4,Mahindra,Verito,1.5 D6 BSIV,21.0,1461.0,64.1
1754,Delhi,2017,15000,Petrol,Manual,First,5.0,4.25,Renault,KWID,Climber 1.0 MT,21.7,999.0,67.0
1755,Mumbai,2013,70000,Diesel,Automatic,First,5.0,40.0,Porsche,Cayenne,Diesel,15.15,2967.0,240.0
1756,Pune,2008,150000,Diesel,Manual,Second,5.0,2.7,Maruti,Swift,DDiS VDI,28.4,1248.0,74.0
1757,Hyderabad,2016,19000,Petrol,Manual,First,5.0,2.99,Datsun,GO,T Option,20.63,1198.0,67.0
1758,Chennai,2011,37442,Petrol,Manual,First,5.0,3.4,Hyundai,i20,1.2 Magna,18.5,1197.0,80.0
1759,Coimbatore,2016,63111,Diesel,Automatic,Second,5.0,30.8,BMW,5,Series 2013-2017 520d Luxury Line,18.12,1995.0,190.0
1760,Mumbai,2012,88000,Diesel,Manual,First,7.0,5.85,Maruti,Ertiga,ZDI,20.77,1248.0,88.8
1761,Jaipur,2014,42355,Petrol,Manual,First,5.0,4.0,Hyundai,Grand,i10 Magna,18.9,1197.0,82.0
1762,Coimbatore,2011,75871,Petrol,Automatic,First,5.0,14.12,BMW,3,Series 330i,9.43,2996.0,254.0
1763,Mumbai,2011,65000,Diesel,Manual,First,5.0,4.55,Chevrolet,Cruze,LTZ,17.9,1998.0,163.7
1764,Pune,2015,69000,Diesel,Automatic,First,5.0,38.0,Mercedes-Benz,M-Class,ML 350 4Matic,0.0,2987.0,165.0
1765,Jaipur,2011,79232,Diesel,Manual,First,5.0,2.9,Maruti,Ritz,LDi,21.1,1248.0,73.9
1766,Pune,2007,220000,Petrol,Automatic,Second,5.0,6.0,Mercedes-Benz,New,C-Class C 200 Kompressor Elegance AT,11.74,1796.0,186.0
1767,Kochi,2016,28470,Petrol,Manual,First,5.0,6.95,Hyundai,i20,1.2 Magna Executive,18.6,1197.0,81.83
1768,Kolkata,2014,9759,Petrol,Manual,First,5.0,2.75,Hyundai,EON,1.0 Kappa Magna Plus Optional,20.3,998.0,68.05
1769,Pune,2014,75216,Diesel,Manual,First,5.0,5.1,Maruti,Swift,VDI,22.9,1248.0,74.0
1770,Chennai,2017,8000,Petrol,Manual,First,5.0,6.75,Hyundai,i20,Sportz 1.2,18.6,1197.0,81.83
1771,Mumbai,2014,59451,Petrol,Manual,First,5.0,3.69,Maruti,Ritz,ZXi,18.5,1197.0,85.8
1772,Hyderabad,2013,53996,Diesel,Manual,First,5.0,5.45,Maruti,Swift,VDI,22.9,1248.0,74.0
1773,Kochi,2018,15135,Petrol,Manual,First,5.0,9.29,Honda,WRV,i-VTEC VX,17.5,1199.0,88.7
1774,Chennai,2015,53000,Petrol,Automatic,Second,5.0,4.0,Hyundai,Xcent,1.2 Kappa AT S Option,16.9,1197.0,81.86
1775,Kolkata,2013,40000,Petrol,Manual,First,5.0,2.9,Honda,Amaze,E i-Vtech,18.0,1198.0,86.7
1776,Pune,2013,21107,Petrol,Manual,First,5.0,5.25,Hyundai,Verna,1.6 SX VTVT (O),17.1,1591.0,121.3
1777,Mumbai,2014,56000,Petrol,Manual,First,5.0,5.75,Honda,City,V MT,16.8,1497.0,116.3
1778,Coimbatore,2017,19623,Petrol,Manual,First,5.0,13.12,Hyundai,Creta,1.6 SX Plus Dual Tone Petrol,15.29,1591.0,121.3
1779,Kochi,2014,70963,Diesel,Manual,First,7.0,7.83,Mahindra,XUV500,W8 2WD,15.1,2179.0,140.0
1780,Mumbai,2013,25755,CNG,Manual,First,5.0,3.15,Maruti,Wagon,R LXI CNG,26.6,998.0,58.16
1781,Mumbai,2013,51450,Diesel,Manual,First,7.0,10.4,Toyota,Innova,2.5 V Diesel 7-seater,12.8,2494.0,102.0
1782,Pune,2012,75000,Diesel,Manual,First,5.0,4.35,Maruti,Swift,VDI,22.9,1248.0,74.0
1783,Coimbatore,2017,37832,Petrol,Automatic,First,5.0,5.23,Maruti,Wagon,R VXI AMT,22.5,998.0,67.0
1784,Coimbatore,2016,43041,Petrol,Manual,First,5.0,6.01,Hyundai,Grand,i10 1.2 Kappa Asta,18.9,1197.0,81.86
1785,Hyderabad,2014,97236,Diesel,Manual,First,5.0,4.4,Honda,Amaze,VX i-DTEC,25.8,1498.0,98.6
1786,Chennai,2010,83000,Diesel,Automatic,First,5.0,12.75,BMW,3,Series 320d Highline,16.07,1995.0,181.0
1787,Delhi,2011,65000,Petrol,Manual,First,5.0,2.4,Ford,Figo,Petrol Titanium,15.6,1196.0,70.0
1788,Kochi,2018,46007,Petrol,Manual,First,5.0,5.71,Volkswagen,Ameo,1.2 MPI Trendline,17.0,1198.0,73.75
1789,Kochi,2015,65925,Diesel,Manual,Second,5.0,5.49,Ford,Ecosport,1.5 DV5 MT Trend,22.7,1498.0,89.84
1790,Pune,2004,73500,Petrol,Manual,Second,5.0,1.3,Honda,City,1.3 EXI,13.0,1343.0,90.0
